岗位ID,发布日期,年月,城市,城市等级,行业,岗位名称,劳动类型,技能方向,结算方式,时薪_元,参考日薪_元,预计月收入_元,每周工时,招聘人数,岗位热度指数,远程办公,经验要求,学历要求,技能门槛_1至5,成长潜力_1至5,高考毕业生适配,培训后可胜任,企业名称,企业类型,公司规模,数据性质,薪资口径说明
PT202601007111,2026-01-10,2026-01,合肥,二线,会展活动,活动执行助理,体力劳动,基础服务,小时结,26.5,106,3442,30,1,62.9,否,有相关经验优先,不限,1,2,是,是,数创信息服务有限公司,互联网企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601007249,2026-01-10,2026-01,广州,一线,文化传媒,基础文案编辑,脑力劳动,普通数字岗位,小时结,34.1,136,4134,28,3,78.4,否,无需经验,大专及以上,3,3,是,是,新域文化传媒有限公司,民营企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601008139,2026-01-10,2026-01,武汉,新一线,餐饮,饮品店店员,体力劳动,基础服务,日结,34.6,138,4644,31,4,58.2,否,无需经验,不限,2,1,是,是,海纳企业服务有限公司,教育机构,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601008641,2026-01-10,2026-01,贵阳,二线,会展活动,活动执行助理,体力劳动,基础服务,日结,20.1,80,2785,32,6,65.5,否,无需经验,不限,2,2,是,是,云图数字创意有限公司,创业团队,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601008702,2026-01-10,2026-01,长沙,新一线,教育科技,AI课件制作助理,脑力劳动,AIGC,项目结,135.0,1080,5846,10,5,85.6,否,有作品集优先,高中/中专及以上,5,5,需培训后,是,知行电子商务有限公司,民营企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601008980,2026-01-10,2026-01,济南,二线,人工智能,AI应用开发助理,脑力劳动,Python+AIGC,项目结,235.7,1414,24494,24,4,96.2,是,有作品集优先,不限,4,4,需培训后,是,海纳信息服务有限公司,创业团队,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601009336,2026-01-10,2026-01,西安,新一线,本地生活,校园配送员,体力劳动,基础服务,周结,38.2,306,2150,13,4,48.7,否,无需经验,不限,2,1,是,是,方舟文化传媒有限公司,互联网企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601009480,2026-01-10,2026-01,郑州,二线,教育科技,AI课件制作助理,脑力劳动,AIGC,项目结,122.4,979,5300,10,4,83.8,否,有作品集优先,不限,5,4,需培训后,是,晨光网络技术有限公司,民营企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601009513,2026-01-10,2026-01,南昌,二线,会展活动,活动执行助理,体力劳动,基础服务,小时结,30.9,185,1873,14,7,68.5,否,无需经验,高中/中专及以上,1,3,是,是,远望数字创意有限公司,创业团队,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601009687,2026-01-10,2026-01,杭州,新一线,客户服务,在线客服,脑力劳动,普通数字岗位,周结,59.4,475,6687,26,5,72.0,是,有作品优先,不限,1,3,是,是,数创文化传媒有限公司,人力服务机构,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601010283,2026-01-10,2026-01,郑州,二线,知识服务,RAG知识库项目助理,脑力劳动,Python+AIGC,周结,208.9,1253,17186,19,4,100,是,有作品集优先,高中/中专及以上,5,5,是,是,星河文化传媒有限公司,数字营销公司,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601010560,2026-01-10,2026-01,长沙,新一线,本地生活,校园配送员,体力劳动,基础服务,日结,33.6,202,2764,19,6,56.0,否,无需经验,不限,1,2,是,是,明途网络技术有限公司,教育机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601011043,2026-01-10,2026-01,昆明,二线,电子商务,店铺运营助理,脑力劳动,普通数字岗位,周结,39.7,238,2235,13,1,64.6,是,有作品优先,高中/中专及以上,3,2,是,是,晨光信息服务有限公司,互联网企业,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601011159,2026-01-10,2026-01,武汉,新一线,数字人,数字人内容运营,脑力劳动,AIGC,周结,144.7,868,10025,16,3,88.5,否,有作品集优先,不限,3,4,需培训后,是,未来数字创意有限公司,互联网企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601011516,2026-01-10,2026-01,西安,新一线,客户服务,在线客服,脑力劳动,普通数字岗位,项目结,33.2,199,2300,16,4,69.9,否,有作品优先,不限,2,2,是,是,明途信息服务有限公司,教育机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601012138,2026-01-10,2026-01,深圳,一线,教育服务,教室管理助理,体力劳动,基础服务,小时结,35.9,144,4819,31,4,51.9,否,有相关经验优先,不限,2,3,是,是,未来科技有限公司,数字营销公司,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601012624,2026-01-10,2026-01,济南,二线,商超零售,商超理货员,体力劳动,基础服务,周结,21.4,171,2502,27,1,56.7,否,无需经验,不限,1,2,是,是,海纳数字创意有限公司,民营企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601014245,2026-01-10,2026-01,南昌,二线,人工智能,AI应用开发助理,脑力劳动,Python+AIGC,项目结,182.5,1095,17385,22,2,90.0,是,有课程项目经验,高中/中专及以上,5,4,需培训后,是,青禾文化传媒有限公司,互联网企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601014805,2026-01-10,2026-01,济南,二线,办公服务,表格数据处理员,脑力劳动,普通数字岗位,小时结,28.3,113,3431,28,3,52.6,是,有作品优先,大专及以上,3,3,是,是,跃迁教育有限公司,数字营销公司,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601015013,2026-01-10,2026-01,青岛,二线,教育服务,教室管理助理,体力劳动,基础服务,日结,29.9,179,3625,28,5,69.8,否,无需经验,不限,2,3,是,是,智谷科技有限公司,创业团队,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601015233,2026-01-10,2026-01,杭州,新一线,数字营销,AIGC内容运营,脑力劳动,AIGC,项目结,155.6,1245,8759,13,3,93.1,是,有课程项目经验,高中/中专及以上,5,5,需培训后,部分,星河数字创意有限公司,人力服务机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601015879,2026-01-10,2026-01,昆明,二线,软件开发,Python开发助理,脑力劳动,Python,项目结,97.6,390,5071,12,4,82.0,是,有作品集优先,高中/中专及以上,4,5,需培训后,是,新域企业服务有限公司,教育机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601016135,2026-01-10,2026-01,广州,一线,品牌营销,AI创意策划助理,脑力劳动,AIGC,周结,184.3,1474,13566,17,2,84.9,是,无需经验,高中/中专及以上,4,5,需培训后,是,云杉教育有限公司,互联网企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601016473,2026-01-10,2026-01,重庆,新一线,教育服务,教室管理助理,体力劳动,基础服务,小时结,28.6,229,2601,21,2,70.2,否,有相关经验优先,高中/中专及以上,2,1,是,是,知行文化传媒有限公司,创业团队,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601016510,2026-01-10,2026-01,长沙,新一线,商超零售,门店促销员,体力劳动,基础服务,周结,28.2,113,2442,20,7,74.0,否,无需经验,不限,2,2,是,是,海纳企业服务有限公司,数字营销公司,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601016693,2026-01-10,2026-01,杭州,新一线,电子商务,店铺运营助理,脑力劳动,普通数字岗位,小时结,40.1,241,2257,13,4,75.7,否,无需经验,大专及以上,1,3,是,是,晨光数字创意有限公司,互联网企业,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601016786,2026-01-10,2026-01,深圳,一线,餐饮,餐厅服务员,体力劳动,基础服务,周结,32.4,259,1964,14,7,68.1,否,有相关经验优先,高中/中专及以上,2,1,是,是,云图数字创意有限公司,民营企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601017058,2026-01-10,2026-01,南京,新一线,人工智能,AI应用开发助理,脑力劳动,Python+AIGC,项目结,198.8,1590,7747,9,3,100,是,有课程项目经验,大专及以上,4,5,需培训后,是,启航文化传媒有限公司,教育机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601018666,2026-01-10,2026-01,北京,一线,游戏动漫,AI角色素材制作,脑力劳动,AIGC,项目结,150.1,600,11699,18,3,87.3,否,有课程项目经验,大专及以上,3,5,需培训后,是,数创电子商务有限公司,人力服务机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601018858,2026-01-10,2026-01,深圳,一线,文旅服务,景区引导员,体力劳动,基础服务,日结,27.6,221,2510,21,7,57.4,否,无需经验,不限,1,1,是,是,海纳数字创意有限公司,教育机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601020115,2026-01-10,2026-01,重庆,新一线,会展活动,活动执行助理,体力劳动,基础服务,日结,27.2,109,2120,18,2,62.5,否,有相关经验优先,不限,2,2,是,是,博思数字创意有限公司,数字营销公司,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601021960,2026-01-10,2026-01,长沙,新一线,文化传媒,基础文案编辑,脑力劳动,普通数字岗位,周结,40.3,161,4537,26,1,61.6,否,无需经验,高中/中专及以上,1,3,是,是,灵犀教育有限公司,互联网企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601022264,2026-01-10,2026-01,苏州,新一线,品牌营销,AI创意策划助理,脑力劳动,AIGC,项目结,167.3,669,17386,24,4,95.8,是,有课程项目经验,大专及以上,4,4,需培训后,部分,云杉数字创意有限公司,民营企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601022493,2026-01-10,2026-01,重庆,新一线,数字营销,AIGC内容运营,脑力劳动,AIGC,周结,144.3,866,6248,10,5,96.6,是,有作品集优先,高中/中专及以上,3,4,需培训后,是,极光信息服务有限公司,人力服务机构,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601022721,2026-01-10,2026-01,杭州,新一线,数据服务,多模态数据处理助理,脑力劳动,Python+AIGC,项目结,265.6,1594,9200,8,1,87.9,是,有作品集优先,高中/中专及以上,5,4,是,是,数创电子商务有限公司,教育机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601022937,2026-01-10,2026-01,郑州,二线,教育科技,Python编程助教,脑力劳动,Python,项目结,85.2,682,4796,13,4,80.6,否,有作品集优先,高中/中专及以上,3,4,需培训后,是,灵犀数字创意有限公司,创业团队,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601022985,2026-01-10,2026-01,苏州,新一线,企业服务,AI数据分析应用助理,脑力劳动,Python+AIGC,小时结,237.4,1424,17475,17,1,92.2,是,有课程项目经验,高中/中专及以上,5,5,需培训后,是,海纳电子商务有限公司,创业团队,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601023180,2026-01-10,2026-01,杭州,新一线,企业服务,自动化脚本开发,脑力劳动,Python,小时结,93.0,372,6443,16,5,82.0,是,有课程项目经验,不限,3,4,是,是,未来网络技术有限公司,互联网企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601023355,2026-01-10,2026-01,济南,二线,办公自动化,AI工作流自动化助理,脑力劳动,Python+AIGC,周结,206.8,1241,7164,8,3,94.5,是,有作品集优先,不限,5,5,需培训后,部分,云图网络技术有限公司,互联网企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601023374,2026-01-10,2026-01,上海,一线,企业服务,AI数据分析应用助理,脑力劳动,Python+AIGC,项目结,217.6,870,16960,18,3,90.2,是,有作品集优先,高中/中专及以上,4,4,需培训后,是,智谷网络技术有限公司,民营企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601024182,2026-01-10,2026-01,苏州,新一线,物流仓储,仓库分拣员,体力劳动,基础服务,小时结,34.8,209,2562,17,7,55.4,否,无需经验,不限,1,3,是,是,数创企业服务有限公司,创业团队,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601024844,2026-01-10,2026-01,青岛,二线,软件开发,Web后端开发助理,脑力劳动,Python,周结,111.5,669,6276,13,2,83.5,否,有课程项目经验,不限,4,3,是,是,云图电子商务有限公司,民营企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202601025262,2026-01-10,2026-01,重庆,新一线,数据服务,公开数据采集助理,脑力劳动,Python,项目结,110.6,442,8141,17,3,89.4,是,有课程项目经验,大专及以上,3,5,需培训后,是,未来信息服务有限公司,教育机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
